SMBSL, Contracts , 17 
SMBSL, Average Price ," 30,868 "
SMBSL, Closing Rate ,18.3%
SMBSL, VPG ," 5,642 "
SMBSL, Volume ," 524,752 "
ZOMSL, Arrivals , 304 
ZOMSL, % Penetraciï¿½n ,5.6%
ZOMSL, Q's , 17 
ZOMSL, Contracts , 5 
ZOMSL, Average Price ," 25,972 "
ZOMSL, Closing Rate ,29.4%
ZOMSL, VPG ," 7,639 "
ZOMSL, Volume ," 129,862 "
SEAUA, Arrivals , 576 
SEAUA, % Penetraciï¿½n ,20.0%
SEAUA, Q's , 115 
SEAUA, Contracts , 31 
SEAUA, Average Price ," 22,356 "
SEAUA, Closing Rate ,27.0%
SEAUA, VPG ," 6,026 "
SEAUA, Volume ," 693,027 "
